Name1,Genre,Year,platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Company
LittleBigPlanet 3 PS3,Platform,2014,PS3,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,Sony
Skylanders: Trap Team PS3,Action,2014,PS3,Activision,0.26,0.3,0,0.11,0.66,Sony
Cabela's Big Game Hunter: Pro Hunts PS3,Shooter,2014,PS3,Activision,0.03,0,0,0.01,0.03,Sony
Naruto Shippuden: Ultimate Ninja Storm Revolution PS3,Fighting,2014,PS3,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,Sony
Dark Souls II PS3,Role-Playing,2014,PS3,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,Sony
Castlevania: Lords of Shadow 2 PS3,Action,2014,PS3,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,Sony
Risen 3: Titan Lords PS3,Role-Playing,2014,PS3,Deep Silver,0.02,0.05,0,0.01,0.08,Sony
Assassin's Creed: Rogue PS3,Action,2014,PS3,Ubisoft,0.46,0.56,0.06,0.2,1.29,Sony
Pac-Man and the Ghostly Adventures 2 PS3,Adventure,2014,PS3,Namco Bandai Games,0.05,0.03,0,0.02,0.09,Sony
Murdered: Soul Suspect PS3,Action,2014,PS3,Square Enix,0.05,0.05,0.02,0.02,0.14,Sony
Don Bradman Cricket 14 PS3,Sports,2014,PS3,Tru Blu Entertainment,0,0.01,0,0,0.01,Sony
MotoGP 14  PS3,Racing,2014,PS3,Milestone S.r.l.,0.05,0.05,0,0.02,0.11,Sony
The Evil Within PS3,Action,2014,PS3,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,Sony
NBA 2K15 PS3,Sports,2014,PS3,Take-Two Interactive,0.87,0.21,0.02,0.24,1.34,Sony
Persona 4: Arena Ultimax PS3,Fighting,2014,PS3,Atlus,0,0,0.13,0,0.14,Sony
Deception IV: Blood Ties PS3,Action,2014,PS3,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,Sony
Dynasty Warriors 8: Empires PS3,Action,2014,PS3,Tecmo Koei,0,0,0.09,0,0.09,Sony
Watch Dogs PS3,Action,2014,PS3,Ubisoft,0.56,0.81,0.1,0.27,1.74,Sony
Far Cry 4 PS3,Shooter,2014,PS3,Ubisoft,0.34,0.68,0.08,0.19,1.29,Sony
Alien: Isolation PS3,Shooter,2014,PS3,Sega,0.12,0.16,0,0.05,0.33,Sony
Call of Duty: Advanced Warfare PS3,Shooter,2014,PS3,Activision,1.56,1.93,0.19,0.68,4.36,Sony
J Stars Victory Vs. PS3,Fighting,2014,PS3,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,Sony
Metal Gear Solid V: Ground Zeroes PS3,Action,2014,PS3,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,Sony
Dengeki Bunko Fighting Climax PS3,Fighting,2014,PS3,Sega,0.05,0,0.09,0.01,0.16,Sony
The Awakened Fate Ultimatum PS3,Role-Playing,2014,PS3,Nippon Ichi Software,0,0,0.02,0,0.02,Sony
Middle-Earth: Shadow of Mordor PS3,Action,2014,PS3,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,Sony
F1 2014 PS3,Racing,2014,PS3,Codemasters,0.07,0.26,0.02,0.06,0.41,Sony
South Park: The Stick of Truth PS3,Role-Playing,2014,PS3,Ubisoft,0.43,0.34,0,0.16,0.92,Sony
MLB 14: The Show PS3,Sports,2014,PS3,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,Sony
Sacred 3 PS3,Role-Playing,2014,PS3,Deep Silver,0.03,0.04,0.03,0.01,0.1,Sony
MX vs. ATV Supercross PS3,Racing,2014,PS3,Nordic Games,0.02,0.01,0,0,0.03,Sony
Yaiba: Ninja Gaiden Z PS3,Action,2014,PS3,Tecmo Koei,0.05,0.03,0,0.02,0.09,Sony
The Last of Us PS4,Action,2014,PS4,Sony Computer Entertainment,1.88,2,0.07,0.77,4.71,Sony
Minecraft PS4,Misc,2014,PS4,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,Sony
Tomb Raider (2013) PS4,Action,2014,PS4,Square Enix,0.47,0.65,0.06,0.22,1.4,Sony
Thief (2014) PS4,Action,2014,PS4,Square Enix,0.28,0.38,0.03,0.13,0.82,Sony
Final Fantasy XIV: A Realm Reborn PS4,Role-Playing,2014,PS4,Square Enix,0.33,0.23,0.08,0.11,0.75,Sony
Metro: Last Light PS4,Action,2014,PS4,Deep Silver,0.22,0.3,0.04,0.1,0.66,Sony
Rocksmith 2014 PS4,Misc,2014,PS4,Ubisoft,0.35,0.17,0,0.11,0.63,Sony
Disney Infinity 2.0: Marvel Super Heroes PS4,Action,2014,PS4,Disney Interactive Studios,0.27,0.25,0,0.1,0.62,Sony
The Amazing Spider-Man 2 (2014) PS4,Action,2014,PS4,Activision,0.2,0.25,0.02,0.09,0.55,Sony
The Walking Dead: Season One PS4,Adventure,2014,PS4,Telltale Games,0.12,0.25,0.02,0.07,0.46,Sony
Sleeping Dogs PS4,Action,2014,PS4,Square Enix,0.16,0.2,0,0.07,0.43,Sony
Dynasty Warriors 8: Xtreme Legends PS4,Action,2014,PS4,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,Sony
Sherlock Holmes: Crimes & Punishments PS4,Adventure,2014,PS4,Focus Home Interactive,0.09,0.14,0,0.04,0.27,Sony
The Walking Dead: Season Two PS4,Adventure,2014,PS4,Telltale Games,0.1,0.09,0.01,0.04,0.25,Sony
Transformer: Rise of the Dark Spark PS4,Action,2014,PS4,Activision,0.07,0.1,0.01,0.03,0.21,Sony
Godzilla (2015) PS4,Action,2014,PS4,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,Sony
Guilty Gear Xrd: Sign PS4,Fighting,2014,PS4,Arc System Works,0.1,0,0.04,0.02,0.16,Sony
Warriors Orochi 3 PS4,Action,2014,PS4,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,Sony
Yakuza: Ishin PS4,Action,2014,PS4,Sega,0,0,0.15,0,0.15,Sony
Akiba's Trip: Undead & Undressed PS4,Action,2014,PS4,Acquire,0.08,0,0.01,0.02,0.12,Sony
Nobunaga no Yabou: Souzou PS4,Strategy,2014,PS4,Tecmo Koei,0,0,0.06,0,0.06,Sony
Rabbids Invasion: The Interactive TV Show PS4,Misc,2014,PS4,Ubisoft,0,0.01,0,0,0.02,Sony
Singstar: Ultimate Party PS4,Misc,2014,PS4,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19,Sony
Pro Evolution Soccer 2015 PS4,Sports,2014,PS4,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,Sony
Plants vs. Zombies: Garden Warfare PS4,Shooter,2014,PS4,Electronic Arts,0.21,0.29,0.01,0.1,0.61,Sony
WWE 2K15 PS4,Sports,2014,PS4,Take-Two Interactive,0.39,0.57,0,0.19,1.15,Sony
Dragon Age: Inquisition PS4,Role-Playing,2014,PS4,Electronic Arts,0.73,0.88,0.08,0.32,2.01,Sony
Tour de France 2014 PS4,Sports,2014,PS4,Focus Home Interactive,0,0.03,0,0,0.03,Sony
Trials Fusion PS4,Racing,2014,PS4,Ubisoft,0.13,0.22,0.01,0.07,0.42,Sony
Bound By Flame PS4,Role-Playing,2014,PS4,Focus Home Interactive,0.08,0.09,0,0.03,0.19,Sony
Just Dance 2015 PS4,Misc,2014,PS4,Ubisoft,0.19,0.13,0,0.07,0.39,Sony
Natural Doctrine PS4,Role-Playing,2014,PS4,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,Sony
Lego Batman 3: Beyond Gotham PS4,Action,2014,PS4,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,Sony
The LEGO Movie Videogame PS4,Action,2014,PS4,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,Sony
LEGO The Hobbit PS4,Action,2014,PS4,Warner Bros. Interactive Entertainment,0.13,0.38,0,0.09,0.6,Sony
FIFA 15 PS4,Sports,2014,PS4,Electronic Arts,0.8,4.33,0.05,0.9,6.08,Sony
Madden NFL 15 PS4,Sports,2014,PS4,Electronic Arts,1.54,0.25,0,0.4,2.19,Sony
EA Sports UFC PS4,Sports,2014,PS4,Electronic Arts,0.46,0.41,0.01,0.17,1.05,Sony
NHL 15 PS4,Sports,2014,PS4,Electronic Arts,0.31,0.19,0,0.1,0.6,Sony
NBA Live 15 PS4,Sports,2014,PS4,Electronic Arts,0.16,0.04,0,0.04,0.23,Sony
Sniper Elite 3 PS4,Shooter,2014,PS4,505 Games,0.24,0.34,0,0.11,0.68,Sony
Samurai Warriors 4 PS4,Action,2014,PS4,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,Sony
Dynasty Warriors 8: Empires PS4,Action,2014,PS4,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,Sony
Wolfenstein: The New Order PS4,Shooter,2014,PS4,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,Sony
inFAMOUS: Second Son PS4,Action,2014,PS4,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,Sony
Infamous: First Light PS4,Action,2014,PS4,Sony Computer Entertainment,0,0.03,0,0,0.03,Sony
LittleBigPlanet 3 PS4,Platform,2014,PS4,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,Sony
Skylanders: Trap Team PS4,Action,2014,PS4,Activision,0.19,0.18,0,0.07,0.44,Sony
Omega Quintet PS4,Role-Playing,2014,PS4,Compile Heart,0,0,0.02,0,0.02,Sony
Murdered: Soul Suspect PS4,Action,2014,PS4,Square Enix,0.09,0.16,0.02,0.05,0.32,Sony
Grand Theft Auto V PS4,Action,2014,PS4,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,Sony
The Wolf Among Us PS4,Adventure,2014,PS4,Telltale Games,0.1,0.07,0,0.04,0.21,Sony
Terraria PS4,Action,2014,PS4,505 Games,0,0.05,0.01,0.01,0.07,Sony
MotoGP 14  PS4,Racing,2014,PS4,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,Sony
Lara Croft and the Temple of Osiris PS4,Action,2014,PS4,Square Enix,0,0.07,0,0.01,0.09,Sony
The Evil Within PS4,Action,2014,PS4,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,Sony
NBA 2K15 PS4,Sports,2014,PS4,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,Sony
Nobunaga's Ambition: Sphere of Influence PS4,Strategy,2014,PS4,Tecmo Koei,0.03,0,0,0.01,0.04,Sony
Watch Dogs PS4,Action,2014,PS4,Ubisoft,1.4,1.9,0.11,0.64,4.05,Sony
Far Cry 4 PS4,Shooter,2014,PS4,Ubisoft,1.13,2.18,0.1,0.63,4.04,Sony
Child of Light PS4,Role-Playing,2014,PS4,Ubisoft,0,0.01,0.04,0,0.05,Sony
Alien: Isolation PS4,Shooter,2014,PS4,Sega,0.34,0.57,0.04,0.17,1.13,Sony
DriveClub PS4,Racing,2014,PS4,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,Sony
Metal Gear Solid V: Ground Zeroes PS4,Action,2014,PS4,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,Sony
Call of Duty: Advanced Warfare PS4,Shooter,2014,PS4,Activision,2.81,3.48,0.14,1.23,7.66,Sony
Rayman Legends PS4,Platform,2014,PS4,Ubisoft,0.22,0.64,0,0.16,1.01,Sony
Middle-Earth: Shadow of Mordor PS4,Action,2014,PS4,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,Sony
Onechanbara Z2: Chaos PS4,Action,2014,PS4,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,Sony
The Golf Club PS4,Sports,2014,PS4,Unknown,0.05,0.02,0,0.01,0.08,Sony
Diablo III PS4,Role-Playing,2014,PS4,Activision,0.51,0.98,0.06,0.28,1.82,Sony
MLB 14: The Show PS4,Sports,2014,PS4,Sony Computer Entertainment America,0.58,0,0,0.14,0.72,Sony
Destiny PS4,Shooter,2014,PS4,Activision,2.49,2.07,0.16,0.92,5.64,Sony
Lords of the Fallen PS4,Role-Playing,2014,PS4,Square Enix,0.18,0.24,0.02,0.08,0.52,Sony
Assassin's Creed: Unity PS4,Action,2014,PS4,Ubisoft,1.19,2.07,0.08,0.62,3.96,Sony
The Crew PS4,Racing,2014,PS4,Ubisoft,0.35,1.08,0.03,0.26,1.72,Sony
Pro Yaky? Spirits 2014 PSP,Sports,2014,PSP,Konami Digital Entertainment,0,0,0.09,0,0.09,Sony
Toukiden Kiwami PSP,Action,2014,PSP,Tecmo Koei,0,0,0.05,0,0.05,Sony
Juusanshi Engi Engetsu Sangokuden 2 PSP,Action,2014,PSP,Idea Factory,0,0,0.02,0,0.02,Sony
Gakuen K: Wonderful School Days PSP,Adventure,2014,PSP,Idea Factory,0,0,0.02,0,0.02,Sony
Shinobi Koutsutsu PSP,Adventure,2014,PSP,Idea Factory,0,0,0.01,0,0.01,Sony
Geten no Hana: Yume Akari PSP,Misc,2014,PSP,Tecmo Koei,0,0,0.01,0,0.01,Sony
Bakumatsu Rock PSP,Action,2014,PSP,Marvelous Entertainment,0,0,0.01,0,0.01,Sony
Heart no Kuni no Alice: Wonderful Twin World PSP,Adventure,2014,PSP,Quinrose,0,0,0.01,0,0.01,Sony
Satomi Hakkenden: Hachi Tamanoki PSP,Adventure,2014,PSP,Quinrose,0,0,0.01,0,0.01,Sony
Bakumatsu Rock: Ultra Soul PSP,Misc,2014,PSP,Marvelous Interactive,0,0,0.01,0,0.01,Sony
Minecraft PSV,Misc,2014,PSV,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,Sony
3rd Super Robot Wars Z Jigoku Hen PSV,Role-Playing,2014,PSV,Namco Bandai Games,0,0,0.19,0,0.19,Sony
Phantasy Star Nova PSV,Role-Playing,2014,PSV,Sega,0,0,0.19,0,0.19,Sony
Disgaea 4: A Promise Unforgotten PSV,Role-Playing,2014,PSV,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,Sony
Gundam Breaker 2 PSV,Action,2014,PSV,Namco Bandai Games,0,0,0.15,0,0.15,Sony
Jikkyou Powerful Pro Yakyuu 2014 PSV,Sports,2014,PSV,Konami Digital Entertainment,0,0,0.12,0,0.12,Sony
Love Live! School Idol Paradise PSV,Misc,2014,PSV,Kadokawa Games,0,0,0.12,0,0.12,Sony
Dungeon Travelers 2: The Royal Library & The Monster Seal PSV,Role-Playing,2014,PSV,Atlus,0.03,0.02,0.05,0.01,0.1,Sony
Fate/hollow ataraxia PSV,Adventure,2014,PSV,Type-Moon,0,0,0.1,0,0.1,Sony
The Walking Dead: Season Two PSV,Adventure,2014,PSV,Telltale Games,0.07,0,0.01,0.02,0.1,Sony
Code:Realize - Sousei no Himegimi PSV,Adventure,2014,PSV,Idea Factory,0.05,0,0.03,0.02,0.1,Sony
Makai Shin Trillion PSV,Role-Playing,2014,PSV,Idea Factory,0.02,0.01,0.06,0.01,0.1,Sony
Girls und Panzer: I Will Master Tankery PSV,Action,2014,PSV,Namco Bandai Games,0,0,0.09,0,0.09,Sony
Genkai Totsuki Moero Chronicle PSV,Role-Playing,2014,PSV,Compile Heart,0,0,0.08,0,0.08,Sony
Hyperdimension Neptunia Re;Birth 3 PSV,Action,2014,PSV,Idea Factory International,0.04,0.02,0,0.02,0.07,Sony
Pro Yaky? Spirits 2014 PSV,Sports,2014,PSV,Konami Digital Entertainment,0,0,0.07,0,0.07,Sony
Hyperdimension Neptunia Victory PSV,Role-Playing,2014,PSV,Compile Heart,0,0,0.07,0,0.07,Sony
Bullet Girls PSV,Action,2014,PSV,D3Publisher,0,0,0.06,0,0.06,Sony
The Legend of Heroes VII: The Trail of Blue PSV,Role-Playing,2014,PSV,Nihon Falcom Corporation,0,0,0.06,0,0.06,Sony
Mahouka Koukou no Rettousei: Out of Order PSV,Adventure,2014,PSV,Namco Bandai Games,0,0,0.06,0,0.06,Sony
